15-05-20,00:00:01,channelID, fromBot, id, message, user
15-05-20,00:00:02,4, False, 51382920, 지금은걍 오른다 ㅋㅋ, man of the mex
15-05-20,00:00:03,4, False, 51382921, 이악물고 오른다, 66446
15-05-20,00:00:04,1, False, 51382922, Mist, push-bit-further
15-05-20,00:00:05,4, False, 51382923, ㄹㅇ 졸았다, gopax_jonna_gurim
15-05-20,00:00:10,1, False, 51382924, 13k, bearabolic
15-05-20,00:00:13,1, False, 51382925, pamp, nele
15-05-20,00:00:14,4, False, 51382926, 최소 12k다, Dol2
15-05-20,00:00:19,1, False, 51382927, this looks booolish, Manuel54521
15-05-20,00:00:29,4, False, 51382928, 이말올 만달러라고 혔다, SsonDa
15-05-20,00:00:29,1, False, 51382929, Once everyone gives up on being a bear, bearabolic
15-05-20,00:00:36,4, False, 51382930, 아 왜또올라, rokk
15-05-20,00:00:36,1, False, 51382931, btc try to hold here, foreign34
15-05-20,00:00:41,1, False, 51382932, mmm, g0x
15-05-20,00:00:44,4, False, 51382933, 알제, gaegom
15-05-20,00:00:44,4, False, 51382934, 9시 땡치자마자.., rokk
15-05-20,00:00:46,4, False, 51382935, 여기서 떨어져봐라 롱추매 더갈사람들 줄서서 기다리고있다. 근데 떨어져줄까?, howoo
15-05-20,00:00:47,3, False, 51382936, не нравится мне это, clementino89
15-05-20,00:00:48,1, False, 51382937, bearabolic: who knows. im partially trolling as a permabull but i think we break 10k again, Che's Stechkin
15-05-20,00:00:50,1, False, 51382938, good day close, foreign34
15-05-20,00:00:51,4, False, 51382939, 10k, dDFQ
15-05-20,00:00:53,3, False, 51382940, как закрылась дневка, clementino89
15-05-20,00:00:53,1, False, 51382941, Manuel54521: i was almost stuck in a 9600 bottom short. thank satoshi i got out in a scamdump, CarlosM
15-05-20,00:00:56,1, False, 51382942, Bears pray REKT for mercy after 9845  !! 👆🔥🚀🚀🚀, firefly2enty
15-05-20,00:00:57,4, False, 51382943, 올라갑니다, wowykw
15-05-20,00:00:58,4, False, 51382944, 투 더 문, maginman
15-05-20,00:00:58,1, False, 51382945, bulls are on f*cking fire today, AfinoMusic
15-05-20,00:01:03,1, False, 51382946, finally a nice 1m candle, Royal BTC
15-05-20,00:01:03,1, False, 51382947, bearabolic: if you have a good long entry. why not keep holding, Che's Stechkin
15-05-20,00:01:05,4, False, 51382948, 오늘 드디어 10케이가는군요, SPARK_BUSAN
15-05-20,00:01:05,1, False, 51382949, CarlosM: haha. congrats!, Manuel54521
15-05-20,00:01:07,4, False, 51382950, 나 왜 갑자기 렉걸려융?!?, Locco.
15-05-20,00:01:08,1, False, 51382951, THE BULLENING, bearaldorivera
15-05-20,00:01:11,3, False, 51382952, гады ввер тащат, clementino89
15-05-20,00:01:12,4, False, 51382953, 쌉스캠 풀숏자리, named2727
15-05-20,00:01:14,4, False, 51382954, 안갈거같은데, GodStar.
15-05-20,00:01:14,1, False, 51382955, bears are about to get raped hard, Che's Stechkin
15-05-20,00:01:18,4, False, 51382956, 장난질 중아냐지금?, GodStar.
15-05-20,00:01:24,1, False, 51382957, lift off, Royal BTC
15-05-20,00:01:24,4, False, 51382958, KT 꾸져따아, Locco.
15-05-20,00:01:27,4, False, 51382959, 뭔가 여기서 위아래 또, GodStar.
15-05-20,00:01:28,4, False, 51382960, 일봉시작 10K가즈아, ikaros
15-05-20,00:01:29,1, False, 51382961, good thing im wear a clean pair of panties, LongWicHands
15-05-20,00:01:30,4, False, 51382962, 삽질놀이할거같음, GodStar.
15-05-20,00:01:32,4, False, 51382963, 출발합니다 슬슬올리제?, maginman
15-05-20,00:01:33,4, False, 51382964, 간다간다뿅간다~, see7you
15-05-20,00:01:33,1, False, 51382965, please fill my short @ 50k, g0x
15-05-20,00:01:34,1, False, 51382966, shorts get rekt, Marsarius
15-05-20,00:01:37,1, False, 51382967, poor beartards going to get murdered, Che's Stechkin
15-05-20,00:01:37,1, False, 51382968, wearinh*, LongWicHands
15-05-20,00:01:38,4, False, 51382969, 10k, dDFQ
15-05-20,00:01:44,4, False, 51382970, 렉 오져부노, 5-09
15-05-20,00:01:48,1, False, 51382971, 3 white solders on D chart confirmed !, firefly2enty
15-05-20,00:01:49,4, False, 51382972, 오늘은 매매하자마자 물리고 시작하네, STARJJ
15-05-20,00:01:51,1, False, 51382973, muh bearish divergence, Che's Stechkin
15-05-20,00:01:51,1, False, 51382974, i skin berras, BARE HUNTER
15-05-20,00:01:52,3, False, 51382975, kooperSe: -60%, clementino89
15-05-20,00:01:52,4, False, 51382976, 앙 풀롱띠, maginman
15-05-20,00:01:52,4, False, 51382977, 숨도안쉬고 오르노~~, banpo_coin
15-05-20,00:01:57,4, False, 51382978, 거래량 터지제?, maginman
15-05-20,00:01:58,4, False, 51382979, 와, pojishen xbtusd
15-05-20,00:01:59,4, False, 51382980, 롱 너무 쎈거 아니야, STARJJ
15-05-20,00:01:59,4, False, 51382981, 가네.., pojishen xbtusd
15-05-20,00:02:00,4, False, 51382982, 10k, LEEXTT
15-05-20,00:02:01,4, False, 51382983, crystal clear, gaegom
15-05-20,00:02:01,1, False, 51382984, 10k this week, bulldozer_1
15-05-20,00:02:05,1, False, 51382985, or next probs, bulldozer_1
15-05-20,00:02:06,1, False, 51382986, 10k today probably, Che's Stechkin
15-05-20,00:02:08,4, False, 51382987, 어제부터 있던 떡락충어디갔노, banpo_coin
15-05-20,00:02:11,1, False, 51382988, Che's Stechkin: well we bope, bulldozer_1
15-05-20,00:02:13,4, False, 51382989, 작년처럼 1600가즈아, LEEXTT
15-05-20,00:02:14,1, False, 51382990, hope*, bulldozer_1
15-05-20,00:02:15,4, False, 51382991, 비트코인 2천만원 갈텐데 1180만원이면 정말 싼거 아닌가요, wowykw
15-05-20,00:02:15,4, False, 51382992, 떨어질때마다 내 시드의 10분의 1씩 추매해주마 내 시드 바닥날때까지 ㅋㅋㅋㅋ, howoo
15-05-20,00:02:15,1, False, 51382993, LongWicHands: just trade on the toilet bro... alot easier, Shorty McLong
